MBS,Ime,OIB,DJELATNOST_SIFRA,DJELATNOST_NAZIV,ZUPANIJA,ADRESA,NASELJE,EMAIL_ADRESE,TELEFONSKI_BROJEVI,GFI_COUNT,STATUS,NAZNAKA_IMENA,PRAVNI_OBLIK,OSTALO
90046080,SAVIĆ BUILDING d.o.o. za građenje i usluge,86685253312,,,Dubrovačko-neretvanska županija,Podvlaštica 1,Stanković,miloradsavic1964@gmail.com,,,2,1,SAVIĆ BUILDING,d.o.o.
90046098,"MEDITERRANEAN BAU PROJEKTE & INVESTITIONEN d.o.o. za poslovanje nekretninama, projektiranje i građenje",28280321899,,,Dubrovačko-neretvanska županija,Ulica Ante Starčevića 21,Metković,hrvojebusic350@gmail.com,,,2,1,MEDITERRANEAN BAU PROJEKTE & INVESTITIONEN,d.o.o.
90046330,"MASLOVIĆ USLUGE d.o.o. za građenje, trgovinu i usluge",71113490167,,,Dubrovačko-neretvanska županija,Dubrovačka 35,Metković,josip.9355@gmail.com,,,2,1,MASLOVIĆ USLUGE,d.o.o.
90046401,MAGNUM GRADNJA jednostavno društvo s ograničenom odgovornošću za građenje,13717645,,,Dubrovačko-neretvanska županija,Vodopije 7,Sparagovići,mperovic680@gmail.com,,,1,1,MAGNUM GRADNJA,j.d.o.o.
90046524,"Vodopija 2024 društvo s ograničenom odgovornošću za turizam, građenje, trgovinu i usluge turističke agencije",59392105993,,,Dubrovačko-neretvanska županija,Put od Osojnika 14,Mokošica,"ivanvodopija@gmail.com, julijavodopija4@gmail.com",,,1,1,Vodopija 2024,d.o.o.
90046557,ETA PLAN DUBROVNIK d.o.o. za građenje i usluge,19205495692,,,Dubrovačko-neretvanska županija,Odvojak VII 15,Uskoplje,etaplan.du@gmail.com,,,2,1,ETA PLAN DUBROVNIK,d.o.o.
90047700,IVANKO GRADNJA DUBROVNIK j.d.o.o. za građenje,75126680847,,,Dubrovačko-neretvanska županija,Put Dr. Ante Starčevića 94,Čibača,josipa2107@hotmail.com,,,1,1,IVANKO GRADNJA DUBROVNIK,j.d.o.o.
90047783,KRAJANČIĆ d.o.o. za građenje i usluge,34523831479,,,Dubrovačko-neretvanska županija,Čara 300,Čara,ivankrajancic1974@gmail.com,,,1,1,KRAJANČIĆ,d.o.o.
90047986,EDITUS VILLA d.o.o. za građenje i usluge,22207709823,,,Dubrovačko-neretvanska županija,Hrvatskog Crvenog križa 4,Dubrovnik,slezakmario@yahoo.com,,,1,1,EDITUS VILLA,d.o.o.
90048001,ENERGY OCEAN HOMES d.o.o. za građenje i usluge,23971290834,,,Dubrovačko-neretvanska županija,Mostarska 12,Metković,info@energy-commerce.com,,,1,1,ENERGY OCEAN HOMES,d.o.o.
90048044,ČVRSTI SPOJ d.o.o. za građenje,52544352310,,,Dubrovačko-neretvanska županija,Dr. Ante Starčevića 28,Orebić,cvrstispoj1@gmail.com,,,1,1,ČVRSTI SPOJ,d.o.o.
90048212,"ADRIA PROPERTY d.o.o. za građenje, promet nekretninama i usluge",14958481904,,,Dubrovačko-neretvanska županija,Ulica Andrije Kačića Miošića 53,Metković,mijic.marija33@gmail.com,,,1,1,ADRIA PROPERTY,d.o.o.
90048358,PRVA GRADNJA ŽUKOVA d.o.o. za građenje i usluge,18947515795,,,Dubrovačko-neretvanska županija,Ulica 69 12,Vela Luka,mdtomasevic@gmail.com,,,1,1,PRVA GRADNJA ŽUKOVA,d.o.o.
90048366,VRANAC PRVI d.o.o. za građenje i usluge,40719737546,,,Dubrovačko-neretvanska županija,Ulica 69 12,Vela Luka,mdtomasevic@gmail.com,,,1,1,VRANAC PRVI,d.o.o.
90048374,VRANAC DRUGI d.o.o. za građenje i usluge,77563145270,,,Dubrovačko-neretvanska županija,Ulica 69 12,Vela Luka,mdtomasevic@gmail.com,,,1,1,VRANAC DRUGI,d.o.o.
90048382,VRANAC TREĆI d.o.o. za građenje i usluge,82207386472,,,Dubrovačko-neretvanska županija,Ulica 69 12,Vela Luka,mdtomasevic@gmail.com,,,1,1,VRANAC TREĆI,d.o.o.
90048500,PERO GRAĐENJE jednostavno društvo s ograničenom odgovornošću za usluge,50851280192,,,Dubrovačko-neretvanska županija,Gornje Selo 3,Grbavac,perokristovic@gmail.com,,,1,1,PERO GRAĐENJE,j.d.o.o.
90048526,"ČELOPECI PROJEKT d.o.o. za građenje, trgovinu, turizam i usluge",81667307982,,,Dubrovačko-neretvanska županija,Pera Bakića 27,Dubrovnik,zfranic1@gmail.com,,,1,1,ČELOPECI PROJEKT,d.o.o.
90049029,OUR LITTLE SUMMER d.o.o. za turizam i građenje,71673560764,,,Dubrovačko-neretvanska županija,Obala S. Radića 2,Zaton,katarzyna.kus@europajob.pl,,,1,1,OUR LITTLE SUMMER,d.o.o.
90049045,MALA KUĆA NA KARAVANSKOM PUTU j.d.o.o. za građenje i usluge,56648925847,,,Dubrovačko-neretvanska županija,Iva Vojnovića 102,Dubrovnik,alan.guljelmovic@gmail.com,,,1,1,MALA KUĆA NA KARAVANSKOM PUTU,j.d.o.o.
90049262,URBAN LIVING društvo s ograničenom odgovornošću za građenje i usluge,5972104650,,,Dubrovačko-neretvanska županija,Žrnovo 1164,Žrnovo,vladokaragic1955@gmail.com,,,1,1,URBAN LIVING društvo s ograničenom odgovornošću za građenje i usluge,d.o.o.
90049551,FAMILY GARDENS d.o.o. za građenje i usluge,74143280756,,,Dubrovačko-neretvanska županija,Šetalište kralja Zvonimira 18,Dubrovnik,info.familygardens@gmail.com,,,1,1,FAMILY GARDENS,d.o.o.
90049668,"DINGAČ PROJEKT d.o.o. za građenje, trgovinu, proizvodnju i usluge",38927004981,,,Dubrovačko-neretvanska županija,Gornje Pijavičino 7,Pijavičino,branimir.andjelic@gmail.com,,,1,1,DINGAČ PROJEKT,d.o.o.
90049692,ZORAN NOVA GRADNJA j.d.o.o. za građenje i usluge,23717232992,,,Dubrovačko-neretvanska županija,Put Dr. Ante Starčevića 160,Čibača,zoranrodicdjole@gmail.com,,,1,1,ZORAN NOVA GRADNJA,j.d.o.o.
90049705,SIGMA DOM d.o.o. za građenje i usluge,89700441670,,,Dubrovačko-neretvanska županija,Dr. Ante Starčevića 24,Dubrovnik,kristina.stjepic1985@gmail.com,,,1,1,SIGMA DOM,d.o.o.
90049885,LEPRE d.o.o. za građenje,39211172607,,,Dubrovačko-neretvanska županija,6. ulica 16,Blato,lepre1406@gmail.com,,,0,1,LEPRE,d.o.o.
90050150,MALA KUĆA NA LAPADSKOJ OBALI j.d.o.o. za građenje i usluge,88347994927,,,Dubrovačko-neretvanska županija,Iva Vojnovića 102,Dubrovnik,alan.guljelmovic@gmail.com,,,1,1,MALA KUĆA NA LAPADSKOJ OBALI,j.d.o.o.
90050746,SUTVID GRAĐENJE jednostavno društvo s ograničenom odgovornošću za građevinarstvo i usluge,98978502735,,,Dubrovačko-neretvanska županija,Mostarska 12,Metković,ivanvidovic365@gmail.com,,,0,1,SUTVID GRAĐENJE,j.d.o.o.
90050971,MODUS FORMA d.o.o. za građenje i usluge,68899677154,,,Dubrovačko-neretvanska županija,Vatroslava Lisinskog 29,Dubrovnik,ifalkoni@gmail.com,,,0,1,MODUS FORMA,d.o.o.
90051600,KARAMATIĆ GRADNJA d.o.o. za građenje i usluge,34092038929,,,Dubrovačko-neretvanska županija,Generala Janka Bobetka 22,Dubrovnik,dragankaramatic9@gmail.com,,,0,1,KARAMATIĆ GRADNJA,d.o.o.
90051843,PRZYBYLKO GRADNJA d.o.o. za građenje,77401392736,,,Dubrovačko-neretvanska županija,Trg Mimbelli 5,Orebić,marcinprzybylko@intermobi.com.pl,,,0,1,PRZYBYLKO GRADNJA,d.o.o.
90051950,"NERETVA INVEST d.o.o. za građenje, usluge i trgovinu",62776430756,,,Dubrovačko-neretvanska županija,Ulica Neretvanskih gusara 82,Metković,nedjeljko.siljeg1977@gmail.com,,,0,1,NERETVA INVEST,d.o.o.
90052016,ECO ENGINEERING d.o.o. za građenje,87018286008,,,Dubrovačko-neretvanska županija,Brijesta 35,Brijesta,eccoengineering22@gmail.com,,,0,1,ECO ENGINEERING,d.o.o.
90052170,"DOMUS ADRIATICA društvo s ograničenom odgovornošću za građenje, turizam, i poslovno savjetovanje",36834939428,,,Dubrovačko-neretvanska županija,Uz magistralu 154,Donje Obuljeno,domus.adriatica.doo@gmail.com,,,0,1,DOMUS ADRIATICA,d.o.o.
90052223,MODERN INVESTMENT d.o.o. za građenje,20969893868,,,Dubrovačko-neretvanska županija,Kučište 50,Kučište,piotrek@besurf.pl,,,0,1,MODERN INVESTMENT,d.o.o.
90052274,PROJECT OPUS ONE j.d.o.o. za građenje i usluge,13806903459,,,Dubrovačko-neretvanska županija,Josipa Kosora 30,Dubrovnik,proprojekt@gmail.com,,,0,1,PROJECT OPUS ONE,j.d.o.o.
90052619,"LAMPADINA j.d.o.o. za građenje, projektiranje i usluge",5278940619,,,Dubrovačko-neretvanska županija,Bartola Kašića 6,Nova Mokošica,lampadina.du@gmail.com,,,0,1,LAMPADINA,j.d.o.o.
90052776,"MONTAŽA GROZDANIĆ jednostavno društvo s ograničenom odgovornošću za proizvodnju, građenje i usluge",29538741816,,,Dubrovačko-neretvanska županija,O. Ante Gabrića 63,Metković,radhikapriya.sns@gmail.com,,,0,1,MONTAŽA GROZDANIĆ,j.d.o.o.
90053781,"CAVTAT HOSPITALITY društvo s ograničenom odgovornošću za trgovinu, građenje i turizam, turistička agencija",54160187484,,,Dubrovačko-neretvanska županija,Liechtensteinov put 3,Dubrovnik,ferdi.feratlar@rixos.com,,,0,1,CAVTAT HOSPITALITY,d.o.o.
100000112,"STUDIO PROJEKT d.o.o. za inženjering, građenje, konzalting i trgovinu",78805590601,,,Grad Zagreb,Ljubijska ulica 79,Zagreb,studio.projekt@zg.t-com.hr,,,17,1,STUDIO PROJEKT,d.o.o.
100004495,"MEDINE, d.o.o. za građenje, trgovinu, ugostiteljstvo, turizam i usluge",34965054138,,,Šibensko-kninska županija,Uvala Soline br. 1,Rogoznica,racunovodstvo@marinafrapa.hr,,,17,1,MEDINE,d.o.o.
100005045,"STINA ŠIBENIK d.o.o. za građenje, projektiranje i nadzor",60701622298,,,Šibensko-kninska županija,Žaborićka 3,Šibenik,andela@stinasibenik.hr,,,15,1,STINA ŠIBENIK,d.o.o.
100007106,SUNDLAND d.o.o. za građenje i promet nekretninama,93411965879,,,Šibensko-kninska županija,Ulica Rupina 1,Vodice,j-sundl@online.no,,,20,1,SUNDLAND,d.o.o.
100007464,BETA društvo s ograničenom odgovornošću za promet nekretninama i građenje,29512513508,,,Šibensko-kninska županija,Ul. 8. udarne dalmat. brigade 16,Šibenik,branko.baica@si.t-com.hr,,,17,1,BETA,d.o.o.
100008168,SKELIN MONT društvo s ograničenom odgovornošću za građenje i trgovinu,29598475556,,,Šibensko-kninska županija,Gorička 18,Danilo Biranj,info@skelin-mont.com,,,17,1,SKELIN MONT,d.o.o.
100008596,"CONCEPTA d.o.o. za projektiranje, građenje i trgovinu",73621773982,,,Šibensko-kninska županija,Stjepana Radića 32,Šibenik,conceptas.design@gmail.com,,,17,1,CONCEPTA,d.o.o.
100008658,INTERIJER GRADNJA društvo s ograničenom odgovornošću za trgovinu i građenje,99866143790,,,Šibensko-kninska županija,Blajburških žrtava 24,Šibenik,interijer.gradnja@si.t-com.hr,,,16,1,INTERIJER GRADNJA,d.o.o.
100008779,NEKRETNINA društvo s ograničenom odgovornošću za građenje i promet nekretninama,46310117489,,,Šibensko-kninska županija,Stablinac V 1,Vodice,abakovic1@gmail.com,,,17,1,NEKRETNINA,d.o.o.
100009064,"NADER društvo s ograničenom odgovornošću za promet nekretninama, građenje i trgovinu",95538419501,,,Šibensko-kninska županija,"Žaborić, Tijatska 8",Šibenik,georgiosnader4@gmail.com,,,17,1,NADER,d.o.o.
100011516,GRCIĆ GRADNJA d.o.o. za građenje,68724438799,,,Šibensko-kninska županija,Grcići 16,Badanj,grcic.gradnja@gmail.com,,,19,1,GRCIĆ GRADNJA,d.o.o.
100012244,VIDICI društvo s ograničenom odgovornošću za građenje,23922074992,,,Šibensko-kninska županija,Vodanovi 47,Dubrava kod Tisna,info@vidici.hr,,,17,1,VIDICI,d.o.o.
100012839,MUNIO PROJEKT društvo s ograničenom odgovornošću za građenje i trgovinu,9748767038,,,Šibensko-kninska županija,Raslinska cesta 7,Raslina,munioprojekt@hi.t-com.hr,,,17,1,MUNIO PROJEKT,d.o.o.
100014123,"ELIPSA društvo s ograničenom odgovornošću za projektiranje, građenje i nadzor",35214974870,,,Šibensko-kninska županija,Bana Ivana Mažuranića 31,Šibenik,kresimir.rupic@gmail.com,,,16,1,ELIPSA,d.o.o.
100015427,JURIČEV d.o.o. za građenje,54751610100,,,Šibensko-kninska županija,Mićin Stanka 4,Vodice,juricevdoo@hotmail.com,,,15,1,JURIČEV,d.o.o.
100015816,MIKROKLIMA društvo s ograničenom odgovornošću za građenje,94375104398,,,Šibensko-kninska županija,Bosuć 19,Bilice,kresimir.rupic@mikro-klima.hr,,,16,1,MIKROKLIMA,d.o.o.
100015970,OKIT INVEST društvo s ograničenom odgovornošću za građenje i promet nekretninama,58238762207,,,Šibensko-kninska županija,Ulica Ante Starčevića 17,Vodice,goran.babic@okit-invest.com,,,15,1,OKIT INVEST,d.o.o.
100016510,"ELEKTROLUX GRAĐENJE d.o.o. za građenje, trgovinu i usluge",74420623163,,,Šibensko-kninska županija,Stjepana Radića 91,Šibenik,bujas@elektrolux.hr,,,19,1,ELEKTROLUX GRAĐENJE,d.o.o.
100016528,"ELEKTROLUX TRGOVINA I SERVIS d.o.o. za građenje, trgovinu i usluge",63987374262,,,Šibensko-kninska županija,Ispod Vidilice 2,Šibenik,boris.gligic@elektrolux.hr,,,17,1,ELEKTROLUX TRGOVINA I SERVIS,d.o.o.
100017176,VOLJAK d.o.o. za proizvodnju i građenje,36906726596,,,Splitsko-dalmatinska županija,Sv. Jure 2,Klis,voljak.prodaja@gmail.com,,,15,1,VOLJAK d.o.o.,d.o.o.
110000149,FASSA društvo s ograničenom odgovornošću za proizvodnju materijala za građenje,87872797028,,,Zadarska županija,Jadranska ulica 1,Obrovac,uprava.fassadoo@fassabortolo.hr,,,17,1,FASSA,d.o.o.
110001471,TEKTON d.o.o. za građenje i trgovinu,55259679310,,,Zadarska županija,Ulica Nikole Tesle 12,Zadar,ekomunikacije.poslovno@gmail.com,,,17,1,TEKTON,d.o.o.
110002929,"Supernova Zadar d.o.o., građenje, projektiranje, inženjering",70161208868,,,Grad Zagreb,Avenija Većeslava Holjevca 62,Zagreb,office.hrvatska@supernova.at,,,20,1,Supernova Zadar,d.o.o.
110003807,"LUMEN SONUS d.o.o. za promet nekretnina, građenje, konzalting i promidžbu",34637438330,,,Šibensko-kninska županija,Trg domovinskog rata 14,Pirovac,sandra.pranic@yahoo.de,,,17,1,LUMEN SONUS,d.o.o.
110005304,"GRAĐEVINAR, d.o.o. za građenje",85688431254,,,Zadarska županija,Ulica Domovinskog rata 2,Zadar,ojadrijev@gmail.com,,,17,1,GRAĐEVINAR,d.o.o.
110007118,BEPO-INVEST društvo s ograničenom odgovornošću za građenje i trgovinu,11016638374,,,Zadarska županija,Turanj 627,Turanj,josipakadija@gmail.com,,,17,1,BEPO-INVEST,d.o.o.
110007142,"IZGRADNJA PREKO d.o.o., građenje, trgovina, usluge",24304605395,,,Zadarska županija,Cesta Hrvatskih branitelja 41,Preko,lukatadija@gmail.com,,,16,1,IZGRADNJA PREKO,d.o.o.
110007263,"VELI DVORI d.o.o. za građenje, turizam i usluge",71979005093,,,Zadarska županija,Put Barićevih 8,Lukoran,roma@mahler.mobi,,,7,1,VELI DVORI,d.o.o.
110007804,TIM d.o.o. za građenje i trgovinu,99250182147,,,Zadarska županija,Nadin 94,Nadin,info@tim-zadar.hr,,,17,1,TIM,d.o.o.
110009041,"OBELISK d.o.o. za građenje, trgovinu i turizam",67410481233,,,Zadarska županija,"Sutomišćica, Ulica Hrvatskih branitelja 1",Preko,obeliskdoo@gmail.com,,,18,1,OBELISK,d.o.o.
110009880,DELTA društvo s ograničenom odgovornošću za građenje i trgovinu,66410880859,,,Zadarska županija,Islam Grčki 270,Islam Grčki,delta.doo@outlook.com,,,17,1,DELTA,d.o.o.
110009951,"MAJPRUZ društvo s ograničenom odgovornošću za građenje, trgovinu i poslovne usluge",91369005277,,,Zadarska županija,Kukljica ulica III 20,Kukljica,majpruzivica@gmail.com,,,17,1,MAJPRUZ,d.o.o.
110010550,"EXORDIUM društvo s ograničenom odgovornošću za turizam, građenje i putnička agencija",6371946716,,,Zadarska županija,Blaža Jurišića 2,Sveti Filip I Jakov,tomesoh@gmail.com,,,16,1,EXORDIUM,d.o.o.
110010953,"MELDI društvo s ograničenom odgovornošću za građenje, trgovinu i usluge",98950088044,,,Zadarska županija,Zrinsko-Frankopanska ulica 38,Zadar,kristijan.magas@gmail.com,,,16,1,MELDI,d.o.o.
110011585,"JADERA ZADAR društvo s ograničenom odgovornošću za građenje, trgovinu i usluge",73288860824,,,Zadarska županija,Ulica Vlahe Paljetka 2,Zadar,ankica.zadar.posao@gmail.com,,,18,1,JADERA ZADAR,d.o.o.
110011761,"Zadar resort društvo s ograničenom odgovornošću za građenje, trgovinu i usluge",27040370689,,,Zadarska županija,Obala kneza Trpimira 7,Zadar,ibarbir@dogusgroup.hr,,,17,1,ZADAR RESORT,d.o.o.
110011815,"KARMEN društvo s ograničenom odgovornošću za građenje, trgovinu i poslovne usluge",94763934493,,,Zadarska županija,Vukovarska ulica 3,Zadar,prodaja.karmen@gmail.com,,,17,1,KARMEN,d.o.o.
110012230,EURO INVEST d.o.o. za građenje i trovinu,19537790736,,,Zadarska županija,Nadin 94,Benkovac,tim.tomislav@gmail.com,,,16,1,EURO INVEST,d.o.o.
110013089,"TERRA INCOGNITA d.o.o. za projektiranje, nadzor, građenje i inženjering",32367716041,,,Zadarska županija,Put Petrića 49,Zadar,milivoj.zupan@gmail.com,,,16,1,TERRA INCOGNITA,d.o.o.
110014024,IVANO BAZENI d.o.o. za građenje i trgovinu,68705216250,,,Zadarska županija,Crno 5,Crno,info@ivanobazeni.hr,,,17,1,IVANO BAZENI,d.o.o.
110014057,"NARDUS d.o.o. za građenje, trgovinu i usluge",98370004141,,,Zadarska županija,Gaženička cesta 3,Zadar,zz@tehnoholding.hr,,,17,1,NARDUS,d.o.o.
110014145,KAMENA KUĆA d.o.o. za poslovanje nekretninama i građenje,68112803537,,,Zadarska županija,Ljubač 8,Ljubač,stojic.i@gmail.com,,,17,1,KAMENA KUĆA,d.o.o.
110014320,"TIPULA društvo s ograničenom odgovornošću za građenje, trgovinu i usluge",30276631375,,,Zadarska županija,Gaženička cesta 3,Zadar,zz@tehnoholding.hr,,,17,1,TIPULA,d.o.o.
110015724,JOZO društvo s ograničenom odgovornošću za građenje,35065387912,,,Zadarska županija,Benkovačka ulica 10,Pakoštane,jozo@zd.ht.hr,,,17,1,JOZO,d.o.o.
110015853,PETROŠA INŽENJERING d.o.o. za građenje i nekretnine,8519671948,,,Zadarska županija,Ulica Željka Markovića 44,Zadar,petrosa.ing@gmail.com,,,17,1,PETROŠA INŽENJERING,d.o.o.
110016444,ELEMENT GRADNJA d.o.o. za građenje i trgovinu,11068228317,,,Zadarska županija,Nadin 94,Nadin,tim.tomislav@gmail.com,,,16,1,ELEMENT GRADNJA,d.o.o.
110017156,DARKO NEKRETNINE društvo s ograničenom odgovornošću za građenje,15857692909,,,Zadarska županija,Ul. Dr. Franje Tuđmana 82,Biograd Na Moru,racunovodstvo@bure-centar.hr,,,18,1,DARKO NEKRETNINE,d.o.o.
110017172,PARTNER d.o.o. za građenje i usluge,98337696739,,,Zadarska županija,Ulica Denisa Bajla 37,Zadar,partnerdoo@inet.hr,,,17,1,PARTNER,d.o.o.
110017951,"ARHITEKTURA SQUARE d.o.o. za projektiranje, prostorno planiranje, građenje i poslovne usluge",12373504595,,,Zadarska županija,Frana Supila 5,Zadar,"ante.bljaic@gmail.com, square.bljaic@gmail.com",,,17,1,"ARHITEKTURA SQUARE D.O.O. ZA PROJEKTIRANJE, PROSTORNO PLANIRANJE, GRAĐENJE I POSLOVNE USLUGE",d.o.o.
110018892,"KONGRAD-ZADAR društvo s ograničenom odgovornošću za građenje, trgovinu i usluge",21674238042,,,Zadarska županija,Ulica dr. Franje Tuđmana 46,Zadar,kongrad@kongrad-zadar.hr,,,16,1,KONGRAD-ZADAR,d.o.o.
110020002,DORIAN društvo s ograničenom odgovornošću za građenje,85485818932,,,Zadarska županija,Ul. kralja D. Zvonimira 20,Benkovac,kamen.amadeus@gmail.com,,,12,1,DORIAN,d.o.o.
110020640,SUBITO d.o.o. za građenje,30256030541,,,Splitsko-dalmatinska županija,Brdarina 22,Pučišća,vinko.ussob@gmail.com,,,16,1,SUBITO,d.o.o.
110022303,GRADNJA  A. ŠIMIĆ društvo s ograničenom odgovornošću za građenje i poslovne usluge,33521555634,,,Zadarska županija,Ulica dr. Franje Tuđmana 56,Zadar,gradnja.simic@net.hr,,,15,1,GRADNJA  A. ŠIMIĆ,d.o.o.
110024629,Constigo građenje d.o.o. za građenje i usluge,85996584436,,,Primorsko-goranska županija,Josipa Lenca Spodolčeva 1,Rijeka,info@constigo.hr,,,14,1,Constigo građenje,d.o.o.
110026786,"KALI GRADNJA d.o.o. za građenje, proizvodnju i usluge",6580734617,,,Zadarska županija,Put Vele Luke 71,Kali,info@kali-gradnja.hr,,,15,1,KALI GRADNJA,d.o.o.
110027375,BREVIS d.o.o. za građenje i turizam,40093063110,,,Zadarska županija,Poginulih Sukošanskih domoljuba 6,Sukošan,brevis@optinet.hr,,,16,1,BREVIS d.o.o.,d.o.o.
110027535,"TIPKA BENKOVAC d.o.o. za građenje, proizvodnju i usluge",21572180216,,,Zadarska županija,Donje Biljane 255,Donje Biljane,tipka.benkovac@gmail.com,,,13,1,TIPKA BENKOVAC,d.o.o.
110028525,VISOKOGRADNJA d.o.o. za građenje,34715955793,,,Šibensko-kninska županija,Ul. I - istočna obala 32,Kaprije,dabromate@gmail.com,,,12,1,VISOKOGRADNJA,d.o.o.
110028568,GRAD X d.o.o. za građenje,26917488561,,,Zadarska županija,Prolaz opatice Vekenege 6,Zadar,financije@icecream.hr,,,14,1,GRAD X,d.o.o.
110028769,"KREKIĆ AVANGARD društvo s ograničenom odgovornošću za građenje, trgovinu i proizvodnju",90749374969,,,Zadarska županija,Poslovna zona Lonići 6,Bibinje,info@krekic-avangard.hr,,,14,1,KREKIĆ AVANGARD,d.o.o.
110029026,ŠIBENIK GRADNJA društvo s ograničenom odgovornošću za građenje u likvidaciji,55279865383,,,Šibensko-kninska županija,Šibenskih vatrogasaca 3,Šibenik,damir.arhikon@gmail.com,,,13,1,ŠIBENIK GRADNJA,d.o.o.
110031685,DUCA GRAĐENJE d.o.o. za građenje i trgovinu,74038790743,,,Zadarska županija,Ulica Ruđera Boškovića 4,Zadar,ducadoo@hotmail.com,,,13,1,DUCA GRAĐENJE,d.o.o.
110032292,CERERA d.o.o. za građenje i poslovne usluge,44357342414,,,Zadarska županija,Smilčić 82,Smilčić,info@cerera.hr,,,13,1,CERERA,d.o.o.
110032444,"CORVUS d.o.o. za trgovinu, prijevoz i građenje",77011648087,,,Zadarska županija,Put Nina 270,Zadar,racunovodstvo.pgppuh@gmail.com,,,12,1,CORVUS,d.o.o.
110033871,"KAMEN I MONTAŽA d.o.o. za građenje, vađenje kamena i usluge",90519082803,,,Zadarska županija,Lišane Ostrovičke 125,Benkovac,antemamic1965@gmail.com,,,11,1,"KAMEN I MONTAŽA D.O.O. ZA GRAĐENJE, VAĐENJE KAMENA I USLUGE",d.o.o.
110034622,BAREŠIĆ GRADNJA društvo s ograničenom odgovornošću za građenje,79215878100,,,Zadarska županija,Ulica Ante Starčevića 53,Drage,barei.baresi@gmail.com,,,16,1,BAREŠIĆ GRADNJA,d.o.o.
110037448,VIOLETA j.d.o.o. za građenje i trgovinu,69674673327,,,Zadarska županija,Biogradska cesta 93,Zadar,violeta.firma@gmail.com,,,12,1,VIOLETA,j.d.o.o.
110037569,FINIS j.d.o.o. za trgovinu i građenje,30541223321,,,Zadarska županija,Ulica Eugena Kumičića 1,Zadar,finis.zd@gmail.com,,,12,1,FINIS,j.d.o.o.
110037882,"ADRIA BILO, društvo s ograničenom odgovornošću za građenje, trgovinu i usluge",80818294676,,,Šibensko-kninska županija,Vodanovi 47,Dubrava kod Tisna,vesna.saradjen@saradjen.hr,,,12,1,ADRIA BILO,d.o.o.
110038457,GEOTEHNIKA društvo s ograničenom odgovornošću za građenje i usluge,54793730035,,,Grad Zagreb,Pavlenski put 5,Zagreb,info@geotehnika.hr,,,11,1,GEOTEHNIKA,d.o.o.
110039273,"VODICE INVEST d.o.o. za građenje, promet nekretninama i usluge",54657016985,,,Šibensko-kninska županija,Ulica Ante Starčevića 4,Vodice,vodiceinvest@live.com,,,12,1,VODICE INVEST,d.o.o.
110039361,"MOROVIĆ MARKING d.o.o. za projektiranje, građenje i nadzor",13399700342,,,Zadarska županija,Žman 160,Žman,goran@marking.hr,,,10,1,"MOROVIĆ MARKING D.O.O. ZA PROJEKTIRANJE, GRAĐENJE I NADZOR, OSNIVANJE",d.o.o.
110039667,CIVIL ENGINEERING CONSULTANCY društvo s ograničenom odgovornošću za građenje i usluge,42060982893,,,Zadarska županija,Ulica Otona Ivekovića 36,Zadar,edo.coza@gmail.com,,,14,1,CIVIL ENGINEERING CONSULTANCY,d.o.o.
110040940,"BALDEKIN d.o.o. za građenje, trgovinu i usluge",63363314096,,,Šibensko-kninska županija,Stjepana Radića 91,Šibenik,bujas@elektrolux.hr,,,12,1,BALDEKIN,d.o.o.
110044107,CASTOR GRADNJA d.o.o. za građenje i usluge,37258886131,,,Zadarska županija,Ulica Ivana Matetića Ronjgova 23,Zadar,f.dujmovic7@gmail.com,,,11,1,CASTOR GRADNJA,d.o.o.
110046761,GIPS COMMERCE jednostavno društvo s ograničenom odgovornošću za građenje i poslovne usluge,49059344098,,,Zadarska županija,Sali 26,Sali,vfrka@yahoo.com,,,8,1,GIPS COMMERCE,j.d.o.o.
110047465,"HAUSBAU, društvo s ograničenom odgovornošću za projektiranje, građenje i trgovinu",49600630332,,,Šibensko-kninska županija,Ulica Ante Starčevića 19,Vodice,marino@hausbau-kroatien.com,,,9,1,HAUSBAU,d.o.o.
110049426,FINAL COLOR d.o.o. za građenje,4713189902,,,Zadarska županija,Crno 182,Zadar,finalcolorzadar@gmail.com,,,10,1,FINAL COLOR,d.o.o.
110050228,MODULAR LIVING d.o.o. za građenje i usluge,36545371146,,,Zagrebačka županija,Savska ulica 34,Samoborski Otok,modularliving.hr@gmail.com,,,10,1,MODULAR LIVING D.O.O.,d.o.o.
110052061,ČIČAK j.d.o.o. za građenje,6732517700,,,Zadarska županija,Beretini 41,Radovin,dokterm1987@gmail.com,,,10,1,ČIČAK,j.d.o.o.
110052543,BETAS I d.o.o. za građenje,32654384335,,,Zadarska županija,Smilčić 14,Smilčić,krusevo-put@zd.htnet.hr,,,10,1,BETAS I,d.o.o.
110054544,BUŠLJETA d.o.o. za građenje i adaptiranje,86394750307,,,Zadarska županija,Mila Cipre 3,Zadar,Marin.busljeta@gmail.com,,,10,1,BUŠLJETA,d.o.o.
110055529,"ARTIS PROJEKT d.o.o. za projektiranje, nadzor i građenje",11883331804,,,Zadarska županija,Put kotarskih serdara 34,Zadar,artis.projekt@gmail.com,,,10,1,ARTIS PROJEKT,d.o.o.
110056642,LA INTERIJERI d.o.o. za građenje i poslovne usluge,58470709770,,,Zadarska županija,Put Škara 7,Škabrnja,marina.skara@gmail.com,,,10,1,LA INTERIJERI,d.o.o.
